countones,ga,4,100,10,10,0.914000034332
countones,ga,1,100,10,30,1.01800012589
countones,ga,1,100,10,10,0.984999895096
countones,ga,2,100,30,30,1.14499998093
countones,ga,2,100,30,10,1.10700011253
countones,ga,2,100,50,10,1.32500004768
countones,ga,2,100,50,30,1.34300017357
countones,ga,2,100,30,50,1.35299992561
countones,ga,2,100,50,50,1.49000000954
countones,ga,2,100,10,50,1.16100001335
countones,ga,2,100,10,30,1.09599995613
countones,ga,2,100,10,10,0.967000007629
countones,ga,3,100,50,10,1.19599986076
countones,ga,3,100,30,50,1.18200016022
countones,ga,3,100,30,30,1.12599992752
countones,ga,3,100,50,50,1.43799996376
countones,ga,3,100,30,10,0.971999883652
countones,ga,3,100,50,30,1.40700006485
countones,ga,3,100,10,50,1.06200003624
countones,ga,3,100,10,30,1.06600022316
